county,state_name,lat,lng,population
Gage,Nebraska,40.2619,-96.6894,21654
Llano,Texas,30.7058,-98.6841,21637
Mitchell,Georgia,31.2253,-84.1943,21634
Hertford,North Carolina,36.3591,-76.982,21633
Minidoka,Idaho,42.8543,-113.6375,21626
Stutsman,North Dakota,46.9793,-98.9588,21609
Scott,Virginia,36.7143,-82.6029,21536
Gaines,Texas,32.7408,-102.6352,21523
Hockley,Texas,33.6076,-102.3432,21495
Letcher,Kentucky,37.1212,-82.8553,21490
Hubbard,Minnesota,47.1086,-94.9166,21479
Grenada,Mississippi,33.7699,-89.802,21474
Clark,Arkansas,34.051,-93.1764,21469
Fayette,Illinois,39.0002,-89.0241,21464
Jersey,Illinois,39.0855,-90.3565,21462
Wabasha,Minnesota,44.2843,-92.2303,21460
Taylor,Florida,30.047,-83.6035,21421
Madison,North Carolina,35.858,-82.7058,21414
Owen,Indiana,39.3128,-86.8377,21361
Leake,Mississippi,32.7535,-89.524,21335
Dakota,Nebraska,42.3912,-96.5646,21308
Logan,Colorado,40.7247,-103.1101,21302
Moore,Texas,35.8377,-101.893,21284
Newton,Mississippi,32.4002,-89.1188,21275
Gray,Texas,35.4012,-100.8126,21272
Coahoma,Mississippi,34.23,-90.6018,21264
Fillmore,Minnesota,43.674,-92.0902,21251
Logan,Arkansas,35.2149,-93.7166,21247
Wyoming,West Virginia,37.6096,-81.5492,21237
Bandera,Texas,29.7472,-99.2463,21182
Morgan,Missouri,38.4237,-92.886,21169
Clinton,Missouri,39.6018,-94.4046,21155
Texas,Oklahoma,36.7479,-101.4901,21144
Nodaway,Missouri,40.3607,-94.8834,21140
Morgan,Tennessee,36.135,-84.6492,21124
Assumption,Louisiana,29.9024,-91.0608,21067
Union,Louisiana,32.8318,-92.3748,21049
Shelby,Illinois,39.3911,-88.8055,21042
Perry,Illinois,38.0837,-89.367,20996
Jackson,Wisconsin,44.3192,-90.8052,20958
Fairfield,South Carolina,34.3951,-81.1212,20942
Dodge,Minnesota,44.0226,-92.8621,20893
Washington,Nebraska,41.5311,-96.222,20884
Ogemaw,Michigan,44.335,-84.1264,20820
Sullivan,Indiana,39.0889,-87.4147,20791
Conway,Arkansas,35.2624,-92.7014,20782
Allen,Kentucky,36.7513,-86.1904,20773
Jones,Iowa,42.1212,-91.1315,20733
Adams,Wisconsin,43.9696,-89.7704,20730
Carroll,Iowa,42.0362,-94.8605,20728
Worth,Georgia,31.5515,-83.8509,20706
Buena Vista,Iowa,42.7355,-95.1511,20687
Meriwether,Georgia,33.0406,-84.6883,20679
Barnwell,South Carolina,33.2661,-81.4349,20653
Pointe Coupee,Louisiana,30.7095,-91.6008,20652
Greene,Virginia,38.2976,-78.4669,20631
Buchanan,Iowa,42.4708,-91.8379,20631
Hutchinson,Texas,35.84,-101.3547,20595
Colorado,Texas,29.6208,-96.5263,20582
Kewaunee,Wisconsin,44.5161,-87.6153,20570
Adams,Washington,46.9834,-118.5606,20557
Uinta,Wyoming,41.2876,-110.5476,20546
Dukes,Massachusetts,41.3961,-70.65,20543
Breckinridge,Kentucky,37.7734,-86.4293,20528
Jay,Indiana,40.4379,-85.0056,20451
Henry,Iowa,40.988,-91.5445,20436
Fulton,Indiana,41.047,-86.2635,20420
Woodward,Oklahoma,36.4227,-99.2651,20411
Lincoln,West Virginia,38.1753,-82.0704,20410
Greene,North Carolina,35.485,-77.6758,20407
Carroll,Indiana,40.5828,-86.5635,20397
Lavaca,Texas,29.3843,-96.9302,20379
Yell,Arkansas,35.0026,-93.4108,20342
Carbon,Utah,39.6481,-110.5887,20338
Clay,Kentucky,37.1597,-83.7146,20322
Willacy,Texas,26.4693,-97.6632,20308
Crisp,Georgia,31.9229,-83.7681,20255
Buchanan,Virginia,37.2666,-82.036,20246
Bourbon,Kentucky,38.2067,-84.2171,20228
Lincoln,New Mexico,33.7453,-105.4593,20222
DeKalb,Tennessee,35.9799,-85.8328,20209
Montague,Texas,33.6757,-97.7246,20197
Morgan,Georgia,33.5909,-83.4923,20171
Lincoln,Montana,48.5425,-115.4051,20157
Calhoun,Texas,28.5074,-96.6018,20127
Labette,Kansas,37.1913,-95.2976,20096
St. James,Louisiana,30.027,-90.7931,20090
Winneshiek,Iowa,43.2907,-91.8437,20050
Hempstead,Arkansas,33.7354,-93.6684,20037
Smith,Tennessee,36.2505,-85.9567,20034
Richland,Louisiana,32.4178,-91.7635,20028
Taylor,Wisconsin,45.2116,-90.5012,19979
Dodge,Georgia,32.1722,-83.1684,19977
Washington,Georgia,32.9695,-82.7959,19975
Davison,South Dakota,43.6747,-98.146,19966
Tyler,Texas,30.7712,-94.3766,19962
Martin,Minnesota,43.6744,-94.5511,19960
Spencer,Indiana,38.0141,-87.0077,19935
Union,Tennessee,36.2879,-83.8375,19860
DeWitt,Texas,29.0821,-97.3568,19826
Pierce,Georgia,31.3588,-82.2128,19822
Monroe,Alabama,31.5709,-87.3654,19816
Lincoln,Wyoming,42.264,-110.656,19794
Duchesne,Utah,40.2982,-110.4252,19779
Vernon,Missouri,37.8506,-94.3424,19777
Orange,Indiana,38.5418,-86.4951,19768
Wayne,Mississippi,31.6408,-88.6958,19760
Jones,Texas,32.7399,-99.8788,19758
Franklin,Louisiana,32.1333,-91.6738,19752
Gonzales,Texas,29.4567,-97.4925,19736
Adair,Oklahoma,35.8839,-94.6587,19726
Douglas,Illinois,39.7694,-88.2173,19714
Wayne,Kentucky,36.8013,-84.8286,19666
Plumas,California,40.0046,-120.8385,19650
Marion,Kentucky,37.5525,-85.2696,19627
Benton,Missouri,38.2949,-93.2879,19616
Freestone,Texas,31.7049,-96.1491,19599
Simpson,Kentucky,36.742,-86.5823,19574
Elbert,Georgia,34.1168,-82.8401,19570
Chaffee,Colorado,38.747,-106.1941,19564
Spencer,Kentucky,38.0325,-85.3278,19549
Polk,North Carolina,35.2793,-82.1697,19538
Holmes,Florida,30.8679,-85.814,19529
Fayette,Iowa,42.8626,-91.8444,19519
Langlade,Wisconsin,45.2623,-89.0719,19512
Jackson,Iowa,42.1717,-90.5743,19470
East Feliciana,Louisiana,30.8451,-91.0455,19452
Polk,Arkansas,34.4858,-94.2282,19384
Cherokee,Kansas,37.1693,-94.8463,19380
Hart,Kentucky,37.2999,-85.8847,19345
Kent,Maryland,39.2556,-76.039,19289
Los Alamos,New Mexico,35.8693,-106.3073,19253
Gem,Idaho,44.0615,-116.3975,19250
Macon,Alabama,32.3859,-85.6927,19198
Perry,Indiana,38.0796,-86.638,19186
Marengo,Alabama,32.2477,-87.7895,19180
McIntosh,Oklahoma,35.3736,-95.6668,19159
Pike,Georgia,33.0923,-84.3892,19145
Roosevelt,New Mexico,34.0212,-103.48,19142
Green Lake,Wisconsin,43.8004,-89.0449,19093
Beadle,South Dakota,44.4145,-98.2781,19089
Humphreys,Tennessee,36.0408,-87.7756,19032
Greene,Georgia,33.5788,-83.1667,19020
Ashley,Arkansas,33.1912,-91.7685,19018
Butler,Alabama,31.7524,-86.6803,18981
Perry,Missouri,37.7072,-89.8244,18970
Waseca,Minnesota,44.0221,-93.5873,18953
Saluda,South Carolina,34.0061,-81.7268,18952
Pickens,Alabama,33.2808,-88.0887,18925
McDowell,West Virginia,37.3785,-81.6536,18911
Hampton,South Carolina,32.7763,-81.1407,18890
Adair,Kentucky,37.1042,-85.2806,18887
Tishomingo,Mississippi,34.7404,-88.2393,18837
Inyo,California,36.5111,-117.4107,18829
Paulding,Ohio,41.1166,-84.5802,18827
Houston,Minnesota,43.6714,-91.4929,18826
Harrison,Kentucky,38.4418,-84.3314,18803
Warren,North Carolina,36.3965,-78.1067,18803
Crawford,Illinois,39.0027,-87.7596,18729
Concordia,Louisiana,31.4459,-91.6401,18677
Lamar,Georgia,33.0765,-84.1395,18676
Fentress,Tennessee,36.3805,-84.9324,18642
Randolph,Arkansas,36.3415,-91.0276,18619
Poweshiek,Iowa,41.6864,-92.5315,18608
Clay,Mississippi,33.6556,-88.7816,18598
Deaf Smith,Texas,34.966,-102.605,18585
Otero,Colorado,37.9026,-103.7165,18580
Yancey,North Carolina,35.8989,-82.3076,18538
Bethel,Alaska,60.9132,-159.8186,18538
Ste. Genevieve,Missouri,37.8944,-90.1944,18494
Dickinson,Kansas,38.8665,-97.1527,18492
Westmoreland,Virginia,38.112,-76.8042,18480
Cedar,Iowa,41.7723,-91.1324,18479
Wright,Missouri,37.2702,-92.4687,18475
Appling,Georgia,31.7492,-82.2889,18441
Bosque,Texas,31.9004,-97.6343,18404
Jefferson,Kansas,39.2358,-95.3834,18387
Banks,Georgia,34.3543,-83.4972,18381
Andrews,Texas,32.305,-102.6377,18362
Stone,Mississippi,30.79,-89.1177,18360
Covington,Mississippi,31.6332,-89.5526,18323
Berrien,Georgia,31.276,-83.2296,18187
Montour,Pennsylvania,41.0279,-76.6586,18165
Colonial Heights,Virginia,37.265,-77.3969,18158
Frio,Texas,28.8678,-99.1082,18151
Brantley,Georgia,31.1969,-81.9819,18105
Gilchrist,Florida,29.7258,-82.8004,18070
Andrew,Missouri,39.9835,-94.8021,18069
Benzie,Michigan,44.6387,-86.0155,18058
Sawyer,Wisconsin,45.88,-91.1445,18057
Grant,Arkansas,34.29,-92.4237,18022
Russell,Kentucky,36.9911,-85.0587,18021
Southampton,Virginia,36.7204,-77.1061,18003
San Juan,Washington,48.5776,-122.9654,18001
Madison,Florida,30.4441,-83.4701,17986
Johnson,Tennessee,36.4549,-81.8518,17982
Burleson,Texas,30.4925,-96.6215,17958
Kalkaska,Michigan,44.6847,-85.0902,17934
Young,Texas,33.1766,-98.6878,17903
Schuyler,New York,42.3938,-76.8752,17855
King William,Virginia,37.7066,-77.0885,17845
Unicoi,Tennessee,36.1107,-82.4323,17845
Attala,Mississippi,33.0863,-89.5815,17842
Bertie,North Carolina,36.0663,-76.9788,17818
Hughes,South Dakota,44.389,-99.996,17812
Eastland,Texas,32.3271,-98.8323,17812
Haywood,Tennessee,35.5832,-89.2838,17806
Winston,Mississippi,33.0885,-89.0344,17741
Pike,Missouri,39.3438,-91.1714,17719
Dickinson,Iowa,43.378,-95.1508,17692
Avery,North Carolina,36.0765,-81.9226,17679
Patrick,Virginia,36.6783,-80.2844,17660
Seward,Nebraska,40.8724,-97.1395,17644
Polk,Tennessee,35.1199,-84.5233,17620
Park,Colorado,39.1194,-105.7172,17597
Hancock,Illinois,40.4037,-91.1647,17582
Lee,Texas,30.3107,-96.9657,17543
Northampton,North Carolina,36.4178,-77.3969,17528
Delaware,Iowa,42.4712,-91.3673,17523
Sharp,Arkansas,36.1612,-91.4798,17422
Chester,Tennessee,35.4217,-88.6135,17392
Pitkin,Colorado,39.2171,-106.9166,17325
Park,Montana,45.4884,-110.5267,17320
Drew,Arkansas,33.5894,-91.72,17309
Henry,Alabama,31.5147,-85.2414,17282
Humboldt,Nevada,41.4068,-118.112,17266
Richland,Wisconsin,43.3756,-90.4295,17256
Cook,Georgia,31.154,-83.4305,17242
Morgan,West Virginia,39.5604,-78.2578,17237
Garrard,Kentucky,37.6396,-84.5377,17175
Ben Hill,Georgia,31.7598,-83.2205,17169
Franklin,Arkansas,35.5124,-93.8906,17160
Dallas,Missouri,37.6804,-93.0237,17158
Mariposa,California,37.5815,-119.9054,17130
Clayton,Iowa,42.8447,-91.3414,17123
Manassas Park,Virginia,38.7709,-77.4429,17123
Union,Illinois,37.4713,-89.2551,17122
Mason,Kentucky,38.5952,-83.8242,17068
Bristol,Virginia,36.618,-82.1605,17036
Arkansas,Arkansas,34.2892,-91.3742,17024
Chickasaw,Mississippi,33.9208,-88.9479,17024
Gunnison,Colorado,38.6667,-107.0316,17018
Tama,Iowa,42.0798,-92.5326,17017
Falls,Texas,31.2533,-96.9359,17013
Piscataquis,Maine,45.8374,-69.2846,16936
Lewis,West Virginia,38.9959,-80.5022,16920
Rabun,Georgia,34.8818,-83.402,16915
Robertson,Texas,31.027,-96.5129,16912
Marion,Arkansas,36.2684,-92.6842,16905
Cooper,Missouri,38.8435,-92.8101,16893
McCreary,Kentucky,36.7371,-84.4842,16892
Scurry,Texas,32.7463,-100.9164,16883
Buckingham,Virginia,37.5722,-78.5288,16869
Hardin,Iowa,42.3839,-93.2404,16861
Edgar,Illinois,39.6786,-87.7456,16852
Holmes,Mississippi,33.1235,-90.0921,16848
Cross,Arkansas,35.2957,-90.7711,16827
Long,Georgia,31.7526,-81.7458,16804
Idaho,Idaho,45.8441,-115.4675,16787
Jackson,Arkansas,35.5992,-91.2145,16784
Warren,Illinois,40.8488,-90.615,16760
Bond,Illinois,38.8868,-89.4355,16750
Dixie,Florida,29.6086,-83.1587,16737
Madison,Arkansas,36.011,-93.7246,16737
Lafayette,Wisconsin,42.6605,-90.1317,16716
Rush,Indiana,39.62,-85.4658,16716
Giles,Virginia,37.3142,-80.7029,16711
Union,South Dakota,42.8325,-96.656,16700
Piatt,Illinois,40.0103,-88.5911,16698
Baker,Oregon,44.7092,-117.6753,16685
Washburn,Wisconsin,45.8992,-91.7912,16685
La Paz,Arizona,33.7294,-113.9815,16681
Madison,Iowa,41.3307,-94.0156,16609
Taylor,West Virginia,39.336,-80.0462,16602
Iowa,Iowa,41.6863,-92.0655,16575
Burnett,Wisconsin,45.8627,-92.3676,16561
Lee,South Carolina,34.1633,-80.2545,16557
Richland,North Dakota,46.2646,-96.9483,16548
Fountain,Indiana,40.1209,-87.242,16468
Alamosa,Colorado,37.5729,-105.7883,16460
Socorro,New Mexico,34.0072,-106.9302,16453
Crawford,Iowa,42.0372,-95.382,16450
Clay,Iowa,43.0826,-95.1509,16423
Potter,Pennsylvania,41.7449,-77.8958,16390
Radford,Virginia,37.1229,-80.5587,16379
Phillips,Arkansas,34.4274,-90.8489,16373
New Madrid,Missouri,36.5946,-89.6517,16341
Parke,Indiana,39.7736,-87.2064,16327
Wayne,Tennessee,35.2399,-87.7881,16325
Jasper,Mississippi,32.0191,-89.1189,16320
Atchison,Kansas,39.5318,-95.3135,16309
Fayette,Alabama,33.7212,-87.7388,16297
Brooks,Georgia,30.842,-83.5802,16275
Lawrence,Arkansas,36.0412,-91.107,16258
Appomattox,Virginia,37.3723,-78.8126,16253
Dade,Georgia,34.8546,-85.5044,16239
Hill,Montana,48.6282,-110.1112,16238
Lawrence,Kentucky,38.0679,-82.7348,16228
Bayfield,Wisconsin,46.5237,-91.2009,16214
Rockcastle,Kentucky,37.3652,-84.316,16171
Kanabec,Minnesota,45.9452,-93.2934,16145
Wayne,Illinois,38.4296,-88.4256,16127
Crawford,Wisconsin,43.2395,-90.931,16123
Bates,Missouri,38.2573,-94.34,16101
Sequatchie,Tennessee,35.3712,-85.4106,16065
Ashland,Wisconsin,46.3148,-90.6781,16041
Otoe,Nebraska,40.6485,-96.1348,15995
Brunswick,Virginia,36.7648,-77.859,15965
Casey,Kentucky,37.3223,-84.9283,15942
Benton,Tennessee,36.0698,-88.0683,15933
Leon,Texas,31.2965,-95.9957,15928
Sevier,Arkansas,33.9972,-94.2412,15913
Van Buren,Arkansas,35.5806,-92.5158,15900
Trinity,California,40.6507,-123.1126,15889
Aitkin,Minnesota,46.6082,-93.4155,15859
Neosho,Kansas,37.5585,-95.3068,15826
Osage,Kansas,38.6523,-95.7269,15787
Jefferson,Iowa,41.0318,-91.9489,15785
Henry,Kentucky,38.4485,-85.1189,15731
Grand,Colorado,40.1026,-106.1183,15724
Richland,Illinois,38.7124,-88.0851,15716
Mercer,Illinois,41.2053,-90.7414,15692
Pawnee,Oklahoma,36.3169,-96.6992,15682
Nottoway,Virginia,37.143,-78.0513,15638
Marquette,Wisconsin,43.8196,-89.3987,15619
Floyd,Iowa,43.0599,-92.789,15601
Carroll,Illinois,42.0687,-89.9343,15594
Jefferson,Georgia,33.0549,-82.4182,15591
Pemiscot,Missouri,36.2114,-89.7854,15555
Clarke,Mississippi,32.0414,-88.6894,15553
De Witt,Illinois,40.1746,-88.9041,15535
Floyd,Virginia,36.9316,-80.3625,15532
Barbour,West Virginia,39.133,-80.003,15527
Union,Florida,30.0439,-82.3714,15524
Gooding,Idaho,42.971,-114.8115,15520
Brown,Indiana,39.1962,-86.2274,15513
Marshall,Oklahoma,34.0245,-96.7691,15494
Vermillion,Indiana,39.8538,-87.464,15488
Williamsburg,Virginia,37.2693,-76.7076,15486
Clark,Illinois,39.3336,-87.7877,15467
Washington,Alabama,31.4076,-88.2079,15434
Redwood,Minnesota,44.4037,-95.2538,15428
Moniteau,Missouri,38.6328,-92.5831,15401
West Feliciana,Louisiana,30.8798,-91.42,15358
Grayson,Virginia,36.6565,-81.2249,15356
Tipton,Indiana,40.3113,-86.0519,15328
Lawrence,Illinois,38.72,-87.7268,15302
Roseau,Minnesota,48.7751,-95.8108,15294
Kingfisher,Oklahoma,35.9454,-97.9421,15290
Page,Iowa,40.7391,-95.1502,15225
Torrance,New Mexico,34.6405,-105.8508,15203
Macon,Missouri,39.8308,-92.5646,15173
Alleghany,Virginia,37.7878,-80.0062,15159
Cleburne,Alabama,33.6745,-85.5188,15144
Pecos,Texas,30.781,-102.7235,15114
Fleming,Kentucky,38.3701,-83.6967,15111
Jackson,Louisiana,32.302,-92.5578,15093
Missaukee,Michigan,44.3374,-85.0947,15089
Arenac,Michigan,44.0655,-83.8952,15031
Jackson,Texas,28.9542,-96.5776,15010
Gulf,Florida,29.9565,-85.2263,15002
Mitchell,North Carolina,36.0133,-82.1636,14989
Hamilton,Iowa,42.3838,-93.7068,14979
Oglethorpe,Georgia,33.8807,-83.0807,14974
Clay,South Dakota,42.9146,-96.9756,14953
Sibley,Minnesota,44.5795,-94.2321,14950
Larue,Kentucky,37.5458,-85.6979,14902
Jasper,Georgia,33.3165,-83.688,14882
Clarke,Virginia,39.1123,-77.9967,14882
Bledsoe,Tennessee,35.5964,-85.2051,14816
Karnes,Texas,28.9057,-97.8594,14805
Gasconade,Missouri,38.4409,-91.5079,14801
Jeff Davis,Georgia,31.8056,-82.6368,14791
Pike,Illinois,39.6225,-90.8863,14776
Nelson,Virginia,37.7874,-78.8868,14773
LaSalle,Louisiana,31.6769,-92.1605,14764
Hale,Alabama,32.7627,-87.6291,14742
Kossuth,Iowa,43.2041,-94.2067,14718
Renville,Minnesota,44.7268,-94.9471,14707
Nolan,Texas,32.3035,-100.406,14657
Pendleton,Kentucky,38.6956,-84.3603,14638
Harrison,Iowa,41.6829,-95.8168,14623
Carbon,Wyoming,41.6944,-106.9306,14609
Mills,Iowa,41.0334,-95.6213,14605
Gogebic,Michigan,46.4087,-89.6943,14597
Falls Church,Virginia,38.8847,-77.1751,14576
Fulton,Pennsylvania,39.9254,-78.1127,14545
Clay,Arkansas,36.3683,-90.4173,14537
Moultrie,Illinois,39.6415,-88.6193,14531
Harrison,Ohio,40.2938,-81.0911,14528
San Juan,Utah,37.626,-109.8046,14524
Dent,Missouri,37.6066,-91.5079,14509
Cannon,Tennessee,35.8087,-86.0618,14481
Jefferson,Florida,30.4375,-83.8953,14458
Wetzel,West Virginia,39.6053,-80.6391,14431
Las Animas,Colorado,37.3158,-104.0386,14422
Bourbon,Kansas,37.8552,-94.8493,14405
Livingston,Missouri,39.7821,-93.5482,14402
Franklin,Idaho,42.1811,-111.8132,14376
Butler,Iowa,42.7316,-92.7902,14376
Cedar,Missouri,37.7239,-93.8566,14314
Smith,Mississippi,32.0177,-89.5067,14310
Choctaw,Oklahoma,34.0266,-95.5522,14285
Knott,Kentucky,37.354,-82.9541,14282
Saline,Nebraska,40.5241,-97.1409,14275
Hardy,West Virginia,39.0075,-78.858,14249
Noble,Ohio,39.7659,-81.4556,14216
York,Nebraska,40.8727,-97.5971,14212
Clay,Alabama,33.269,-85.8605,14209
Claiborne,Louisiana,32.8227,-92.9958,14203
Rusk,Wisconsin,45.4752,-91.1332,14179
Trigg,Kentucky,36.8064,-87.8733,14154
Calhoun,South Carolina,33.6749,-80.7803,14145
Craig,Oklahoma,36.7617,-95.2085,14144
Estill,Kentucky,37.6924,-83.9643,14138
O'Brien,Iowa,43.0838,-95.6249,14138
Massac,Illinois,37.2189,-88.7076,14135
Swain,North Carolina,35.4868,-83.4928,14130
Atoka,Oklahoma,34.3737,-96.0378,14117
Wadena,Minnesota,46.5858,-94.9694,14108
Dickenson,Virginia,37.1258,-82.3504,14089
McKenzie,North Dakota,47.7402,-103.3953,14081
Price,Wisconsin,45.6804,-90.3614,14066
Nantucket,Massachusetts,41.2831,-70.0692,14065
Allamakee,Iowa,43.2843,-91.3781,14046
Roane,West Virginia,38.714,-81.3483,14027
Screven,Georgia,32.7506,-81.612,14026
Reeves,Texas,31.323,-103.693,14022
Pennington,Minnesota,48.0662,-96.0367,13995
Crockett,Tennessee,35.8135,-89.1395,13955
Faribault,Minnesota,43.6739,-93.948,13931
Ketchikan Gateway,Alaska,55.5852,-130.9282,13910
Zapata,Texas,27.0008,-99.1686,13896
Walthall,Mississippi,31.1484,-90.1061,13888
Lamar,Alabama,33.7791,-88.097,13885
Callahan,Texas,32.2976,-99.3735,13869
Morgan,Ohio,39.6204,-81.8527,13851
Morgan,Kentucky,37.9223,-83.2589,13840
Murray,Oklahoma,34.4823,-97.0679,13837
Chowan,North Carolina,36.1508,-76.6079,13835
White,Illinois,38.0875,-88.1796,13834
Newton,Indiana,40.9558,-87.3976,13829
Madison,Virginia,38.4137,-78.2792,13828
Washington,Illinois,38.3522,-89.4105,13781
Glacier,Montana,48.7051,-112.9947,13781
Calhoun,Florida,30.406,-85.1972,13753
Izard,Arkansas,36.0949,-91.9134,13748
Trinity,Texas,31.0888,-95.1355,13735
Converse,Wyoming,42.9723,-105.5072,13729
Stewart,Tennessee,36.5012,-87.8384,13724
Oglala Lakota,South Dakota,43.3356,-102.5517,13695
Greene,Mississippi,31.2142,-88.6392,13672
Winn,Louisiana,31.9442,-92.6369,13665
Comanche,Texas,31.948,-98.5582,13651
Breathitt,Kentucky,37.5216,-83.3241,13580
Pend Oreille,Washington,48.5323,-117.274,13570
Madison,Texas,30.9655,-95.9284,13556
Grundy,Tennessee,35.3884,-85.7226,13550
Martinsville,Virginia,36.6827,-79.8636,13539
Fremont,Idaho,44.2288,-111.4819,13519
Archuleta,Colorado,37.1935,-107.0483,13509
Union,Kentucky,37.6584,-87.9454,13495
Hamilton,Florida,30.4964,-82.9479,13492
Ford,Illinois,40.5972,-88.2233,13484
Hughes,Oklahoma,35.0484,-96.2502,13409
Monroe,Ohio,39.7274,-81.0829,13401
Shoshone,Idaho,47.3529,-115.8924,13399
Osage,Missouri,38.4604,-91.8618,13374
Buffalo,Wisconsin,44.3798,-91.7545,13329
Johnson,Illinois,37.4597,-88.8809,13313
Bamberg,South Carolina,33.2148,-81.0542,13311
Amelia,Virginia,37.336,-77.9761,13309
Jackson,Kansas,39.4168,-95.7937,13274
Clay,Illinois,38.7542,-88.4902,13248
Moffat,Colorado,40.6184,-108.2074,13232
Mono,California,37.9391,-118.8868,13219
Crenshaw,Alabama,31.7315,-86.3136,13205
Crawford,Michigan,44.6837,-84.6103,13197
Calhoun,Mississippi,33.9365,-89.3365,13193
Cass,Iowa,41.3315,-94.9278,13116
Big Horn,Montana,45.4234,-107.4898,13090
Powell,Kentucky,37.8311,-83.8237,13089
Presque Isle,Michigan,45.3401,-83.918,13083
Mason,Illinois,40.2396,-89.9168,13074
Kodiak Island,Alaska,57.6791,-153.7992,13065
Lewis,Kentucky,38.5315,-83.3781,13063
Perquimans,North Carolina,36.2059,-76.4411,13053
Millard,Utah,39.0733,-113.1008,13027
Lamb,Texas,34.0686,-102.3517,13024
Lincoln,Arkansas,33.957,-91.7344,13016
Jackson,Kentucky,37.4198,-84.0058,13002
Bienville,Louisiana,32.3473,-93.0561,12958
Cass,Illinois,39.9735,-90.2474,12955
Webster,Kentucky,37.5184,-87.6832,12951
Wright,Iowa,42.7331,-93.7352,12897
Meigs,Tennessee,35.5129,-84.8133,12839
Wilbarger,Texas,34.0808,-99.241,12795
Vinton,Ohio,39.251,-82.4853,12790
Howard,Arkansas,34.0889,-93.9936,12779
Bath,Kentucky,38.145,-83.7427,12739
Amite,Mississippi,31.1744,-90.8044,12683
Choctaw,Alabama,32.0198,-88.2632,12669
Madison,Missouri,37.478,-90.345,12649
Lewis,Tennessee,35.5273,-87.4931,12637
Caldwell,Kentucky,37.1454,-87.8679,12635
Tallahatchie,Mississippi,33.9505,-90.1733,12621
Telfair,Georgia,31.9298,-82.939,12619
Sanders,Montana,47.6748,-115.1333,12615
Goshen,Wyoming,42.0879,-104.3533,12592
Allen,Kansas,37.8857,-95.3014,12554
Charlton,Georgia,30.7817,-82.1379,12547
Towns,Georgia,34.9167,-83.7373,12546
Camp,Texas,32.9732,-94.9785,12543
Braxton,West Virginia,38.6999,-80.7193,12505
Yalobusha,Mississippi,34.0282,-89.7077,12499
Pulaski,Indiana,41.0419,-86.6988,12498
Poquoson,Virginia,37.1309,-76.3569,12479
Chippewa,Minnesota,45.0223,-95.5667,12466
Monroe,West Virginia,37.5604,-80.5505,12438
Bleckley,Georgia,32.4345,-83.3278,12413
Stone,Arkansas,35.8599,-92.1568,12393
Colfax,New Mexico,36.6061,-104.6468,12370
Morgan,Utah,41.0893,-111.5732,12367
Butler,Kentucky,37.2073,-86.6816,12365
Grundy,Iowa,42.4019,-92.7914,12351
Dawson,Texas,32.7426,-101.9476,12342
Boundary,Idaho,48.7669,-116.4629,12335
Newton,Texas,30.7863,-93.7448,12333
Pamlico,North Carolina,35.1434,-76.7407,12317
Mississippi,Missouri,36.8281,-89.2911,12305
Rolette,North Dakota,48.7725,-99.8409,12292
Lake,Michigan,43.9901,-85.8016,12285
Menard,Illinois,40.0274,-89.8022,12284
Todd,Kentucky,36.8357,-87.1792,12281
Appanoose,Iowa,40.7432,-92.8686,12279
Franklin,Florida,29.8766,-84.8137,12276
Jefferson,Montana,46.1485,-112.0938,12273
Rains,Texas,32.8703,-95.7934,12257
Pike,Indiana,38.3988,-87.2322,12227
Sumter,Alabama,32.5911,-88.1988,12196
Fulton,Arkansas,36.3817,-91.8182,12183
Edmonson,Kentucky,37.2088,-86.2384,12179
Glades,Florida,26.9564,-81.189,12179
Crawford,Georgia,32.7145,-83.9863,12156
Morrow,Oregon,45.419,-119.5844,12140
Northampton,Virginia,37.344,-75.8772,12132
Skamania,Washington,46.023,-121.9147,12118
Union,Iowa,41.0277,-94.2424,12107
Macon,Georgia,32.3584,-84.0425,12099
Blackford,Indiana,40.4736,-85.3249,12074
Koochiching,Minnesota,48.2453,-93.7834,12072
Owyhee,Idaho,42.5814,-116.1699,12043
Washington,Kentucky,37.7534,-85.1748,12025
Little River,Arkansas,33.7009,-94.2352,12024
Lyon,Iowa,43.3805,-96.2102,12023
Greene,Illinois,39.3562,-90.3905,12015
Northumberland,Virginia,37.8873,-76.4195,12007
Morris,Texas,33.1135,-94.7326,11993
Lunenburg,Virginia,36.9462,-78.2406,11988
Summers,West Virginia,37.6559,-80.8586,11985
Prowers,Colorado,37.9552,-102.3934,11968
Custer,Montana,46.2527,-105.5717,11957
Chickasaw,Iowa,43.0601,-92.3177,11957
Juab,Utah,39.7027,-112.7848,11943
Lawrence,Mississippi,31.5502,-90.107,11933
Linn,Missouri,39.8702,-93.1072,11892
Marion,Kansas,38.3589,-97.0969,11867
DeKalb,Missouri,39.8932,-94.4047,11838
Valley,Idaho,44.7666,-115.5663,11830
Terry,Texas,33.1738,-102.3352,11816
Teton,Idaho,43.7594,-111.2076,11813
Douglas,Missouri,36.9326,-92.4988,11803
Marshall,Illinois,41.0332,-89.3448,11740
Shelby,Iowa,41.6851,-95.3102,11737
Jackson,Tennessee,36.3592,-85.6732,11730
Big Horn,Wyoming,44.5267,-107.9952,11690
Barton,Missouri,37.5023,-94.3471,11683
Haskell,Oklahoma,35.2248,-95.1166,11651
